date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:52	7638/7638	---MCZ	200	added ('OK')	text/css	etag:W/%22668e0a35-1dd6%22	./wp-content/plugins/gutenbee/build/gutenbee.animations.css?ver=2.17.4	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/plugins/gutenbee/build/gutenbee.animations6f5d.css	(from ./)
13:52:52	297/297	---MCZ	200	added ('OK')	text/css	etag:W/%22668e023b-129%22	./wp-content/plugins/ultimate-addons-for-gutenberg/assets/css/spectra-block-positioning.min.css?ver=2.14.0	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/plugins/ultimate-addons-for-gutenberg/assets/css/spectra-block-positioning.min5b0f.css	(from ./)
13:52:52	108080/108080	---MCZ	200	added ('OK')	text/css	etag:W/%226692cc2e-1a630%22	./wp-content/uploads/uag-plugin/assets/0/uag-css-429.css?ver=1720896555	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/uag-plugin/assets/0/uag-css-4292ed7.css	(from ./)
13:52:53	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	./wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-includes/js/jquery/jquery.minf43b.js	(from ./)
13:52:53	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	./wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from ./)
13:52:53	16166/16166	---MCZ	200	added ('OK')	application/json	date:Sat,%2013%20Jul%202024%2018:52:53%20GMT	./wp-json/wp/v2/pages/429	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-json/wp/v2/pages/429.json	(from ./)
13:52:53	328560/328560	---MCZ	200	added ('OK')	application/json	date:Sat,%2013%20Jul%202024%2018:52:53%20GMT	./wp-json/	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-json/index.html	(from ./)
13:52:54	858/858	---MCZ	200	added ('OK')	text/xml	date:Sat,%2013%20Jul%202024%2018:52:54%20GMT	./xmlrpc.php?rsd	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/xmlrpc0db0.php	(from ./)
13:52:54	2033/2033	---MCZ	200	added ('OK')	application/json	date:Sat,%2013%20Jul%202024%2018:52:54%20GMT	./wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhaas-advisory-group.local%2F	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-json/oembed/1.0/embedd9a6.json	(from ./)
13:52:54	2180/2180	---MCZ	200	added ('OK')	text/xml	date:Sat,%2013%20Jul%202024%2018:52:54%20GMT	./wp-json/oembed/1.0/embed?url=http%3A%2F%2Fhaas-advisory-group.local%2F&format=xml	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-json/oembed/1.0/embed4ac5	(from ./)
13:52:54	517/517	---M--	200	added ('OK')	image/png	etag:%22668e108c-205%22	./wp-content/uploads/2024/07/cropped-HAAS-AG-Favicon-white-bg-32x32.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/cropped-HAAS-AG-Favicon-white-bg-32x32.png	(from ./)
13:52:54	2881/2881	---M--	200	added ('OK')	image/png	etag:%22668e108c-b41%22	./wp-content/uploads/2024/07/cropped-HAAS-AG-Favicon-white-bg-192x192.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/cropped-HAAS-AG-Favicon-white-bg-192x192.png	(from ./)
13:52:55	2710/2710	---M--	200	added ('OK')	image/png	etag:%22668e108c-a96%22	./wp-content/uploads/2024/07/cropped-HAAS-AG-Favicon-white-bg-180x180.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/cropped-HAAS-AG-Favicon-white-bg-180x180.png	(from ./)
13:52:55	1804/1804	---M--	200	added ('OK')	image/png	etag:%226692cc2b-70c%22	./wp-content/uploads/2024/07/HAAS-web-logo-114x86.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/HAAS-web-logo-114x86.png	(from ./)
13:52:55	443884/443884	---M--	200	added ('OK')	image/jpeg	etag:%226692c386-6c5ec%22	./wp-content/uploads/2024/07/Slide-1-1.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Slide-1-1.jpg	(from ./)
13:52:56	5155/5155	---M--	200	added ('OK')	image/png	etag:%22668e14a8-1423%22	./wp-content/uploads/2024/07/Icon-1-150x150.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Icon-1-150x150.png	(from ./)
13:52:57	4581/4581	---M--	200	added ('OK')	image/png	etag:%22668e14a8-11e5%22	./wp-content/uploads/2024/07/Icon-2-150x150.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Icon-2-150x150.png	(from ./)
13:52:57	3475/3475	---M--	200	added ('OK')	image/png	etag:%22668e14a8-d93%22	./wp-content/uploads/2024/07/Icon-3-150x150.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Icon-3-150x150.png	(from ./)
13:52:57	5634/5634	---M--	200	added ('OK')	image/png	etag:%22668e14a9-1602%22	./wp-content/uploads/2024/07/Icon-4-150x150.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Icon-4-150x150.png	(from ./)
13:53:00	349188/349188	---M--	200	added ('OK')	image/jpeg	etag:%226692c387-55404%22	./wp-content/uploads/2024/07/Slide-2-1.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Slide-2-1.jpg	(from ./)
13:53:00	2475/2475	---M--	200	added ('OK')	image/png	etag:%22668e1063-9ab%22	./wp-content/uploads/2024/07/HAAS-AG-Favicon-150x150.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/HAAS-AG-Favicon-150x150.png	(from ./)
13:53:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2018:53:01%20GMT	./home/haas-sch-2-3/	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/home/haas-sch-2-3/index.html	(from ./)
13:53:01	22694/22694	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22668e0237-58a6%22	./wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.7.2	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/themes/astra/assets/js/minified/frontend.mine100.js	(from ./)
13:53:01	378453/378453	---M--	200	added ('OK')	image/jpeg	etag:%226692c439-5c655%22	./wp-content/uploads/2024/07/Slide-3.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Slide-3.jpg	(from ./)
13:53:01	149106/149106	---M--	200	added ('OK')	image/jpeg	etag:%2266906d05-24672%22	./wp-content/uploads/2024/07/Client-1-1.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Client-1-1.jpg	(from ./)
13:53:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2018:53:02%20GMT	./home/haas-sch-3-2/	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/home/haas-sch-3-2/index.html	(from ./)
13:53:02	8171/8171	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263c7d511-1feb%22	./wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from ./)
13:53:02	142445/142445	---M--	200	added ('OK')	image/jpeg	etag:%2266906f5d-22c6d%22	./wp-content/uploads/2024/07/HAAS-Sch-3-1.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/HAAS-Sch-3-1.jpg	(from ./)
13:53:03	6625/6625	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226509f6d0-19e1%22	./wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from ./)
13:53:03	214250/214250	---M--	200	added ('OK')	image/jpeg	etag:%22668e1872-344ea%22	./wp-content/uploads/2024/07/Client-2.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Client-2.jpg	(from ./)
13:53:03	6581/6581	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22668dfe53-19b5%22	./wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from ./)
13:53:04	4479/4479	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22668e023b-117f%22	./wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min.js?ver=2.14.0	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min5b0f.js	(from ./)
13:53:04	296653/296653	---M--	200	added ('OK')	image/jpeg	etag:%2266906d15-486cd%22	./wp-content/uploads/2024/07/Client-3-1.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/Client-3-1.jpg	(from ./)
13:53:04	288401/288401	---M--	200	added ('OK')	image/jpeg	etag:%22668e1e4e-46691%22	./wp-content/uploads/2024/07/HAAS-Sch-1.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/HAAS-Sch-1.jpg	(from ./)
13:53:04	337347/337347	---M--	200	added ('OK')	image/jpeg	etag:%2266906fa3-525c3%22	./wp-content/uploads/2024/07/HAAS-Sch-2-2.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/HAAS-Sch-2-2.jpg	(from ./)
13:53:04	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from ./)
13:53:05	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
13:53:05	4170/4170	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:05%20GMT	https://gmpg.org/xfn/.	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
13:53:05	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jul%202024%2018:53:05%20GMT	https://gmpg.org/xfn/intro	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/intro	(from https://gmpg.org/xfn/11)
13:53:05	9/9	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jul%202024%2018:53:05%20GMT	https://gmpg.org/xfn/faq	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/faq	(from https://gmpg.org/xfn/11)
13:53:06	3789/3789	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:05%20GMT	https://gmpg.org/xfn/thanks	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/thanks.html	(from https://gmpg.org/xfn/11)
13:53:06	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2013%20Jul%202024%2018:53:05%20GMT	http://fonts.googleapis.com/robots.txt		(from ./)
13:53:06	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2013%20Jul%202024%2018:53:06%20GMT	https://fonts.googleapis.com/robots.txt		(from ./)
13:53:07	38590/38590	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265ba444c-96be%22	./wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from ./)
13:53:07	457/457	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265ba444c-1c9%22	./wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-includes/js/dist/dom-ready.min5346.js	(from ./)
13:53:07	8271/8271	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:07%20GMT	https://gmpg.org/xfn/join	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/join.html	(from https://gmpg.org/xfn/.)
13:53:08	22236/22236	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:08%20GMT	https://gmpg.org/xfn/background	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/background.html	(from https://gmpg.org/xfn/.)
13:53:08	8796/8796	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:08%20GMT	https://gmpg.org/xfn/tools	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/tools.html	(from https://gmpg.org/xfn/.)
13:53:08	3977/3977	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:08%20GMT	https://gmpg.org/xfn/helping	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/helping.html	(from https://gmpg.org/xfn/.)
13:53:09	2590/2590	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:08%20GMT	https://gmpg.org/xfn/feedback	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/feedback.html	(from https://gmpg.org/xfn/.)
13:53:09	11564/11564	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:08%20GMT	https://gmpg.org/xfn/and/	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/and/index.html	(from https://gmpg.org/xfn/.)
13:53:09	8721/8721	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:09%20GMT	https://gmpg.org/xfn/creator	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator.html	(from https://gmpg.org/xfn/.)
13:53:09	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2018:53:09%20GMT	https://gmpg.org/xfn/and	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/and	(from https://gmpg.org/xfn/.)
13:53:10	16572/16572	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:09%20GMT	https://gmpg.org/xfn/more	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/more.html	(from https://gmpg.org/xfn/.)
13:53:10	4251/4251	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:09%20GMT	https://gmpg.org/xfn/press	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/press.html	(from https://gmpg.org/xfn/.)
13:53:10	4170/4170	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:10%20GMT	https://gmpg.org/xfn/index	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/index.html	(from https://gmpg.org/xfn/.)
13:53:10	5482/5482	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22668e0a35-156a%22	./wp-content/plugins/gutenbee/build/gutenbee.animations.js?ver=2.17.4	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/plugins/gutenbee/build/gutenbee.animations6f5d.js	(from ./)
13:53:11	210290/210290	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22668e0a35-33572%22	./wp-content/plugins/gutenbee/build/gutenbee.scripts.js?ver=2.17.4	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/plugins/gutenbee/build/gutenbee.scripts6f5d.js	(from ./)
13:53:11	326728/326728	---M--	200	added ('OK')	image/jpeg	etag:%2266907044-4fc48%22	./wp-content/uploads/2024/07/concentrated-call-center-operator-talking-with-client-scaled.jpg	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/wp-content/uploads/2024/07/concentrated-call-center-operator-talking-with-client-scaled.jpg	(from ./wp-content/uploads/uag-plugin/assets/0/uag-css-429.css?ver=1720896555)
13:53:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2018:53:10%20GMT	./home/haas-sch-1/	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/home/haas-sch-1/index.html	(from ./)
13:53:11	250/250	---M--	200	added ('OK')	image/gif	etag:%2264e1836a-fa-3ef0a663b3680%22	https://gmpg.org/xfn/xfn-btn.gif	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/xfn-btn.gif	(from https://gmpg.org/xfn/join)
13:53:11	38834/38834	---M--	200	added ('OK')	image/png	etag:%22251c1f0b-97b2-3ef0a663b3680%22	https://gmpg.org/xfn/pix/mememememe.png	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/pix/mememememe.png	(from https://gmpg.org/xfn/and/)
13:53:11	8224/8224	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:11%20GMT	https://gmpg.org/xfn/creator-cs	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator-cs.html	(from https://gmpg.org/xfn/creator)
13:53:11	8744/8744	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:11%20GMT	https://gmpg.org/xfn/creator-es	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator-es.html	(from https://gmpg.org/xfn/creator)
13:53:12	9010/9010	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:11%20GMT	https://gmpg.org/xfn/creator-fr	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator-fr.html	(from https://gmpg.org/xfn/creator)
13:53:12	8836/8836	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:12%20GMT	https://gmpg.org/xfn/creator-it	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator-it.html	(from https://gmpg.org/xfn/creator)
13:53:12	8931/8931	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:12%20GMT	https://gmpg.org/xfn/creator-ja	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator-ja.html	(from https://gmpg.org/xfn/creator)
13:53:13	8885/8885	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:12%20GMT	https://gmpg.org/xfn/creator-nl	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/creator-nl.html	(from https://gmpg.org/xfn/creator)
13:53:13	51/51	---M--	200	added ('OK')	text/css	etag:%2264e18318-33-3ef0a663b3680%22	https://gmpg.org/xfn/count.css	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/count.css	(from https://gmpg.org/xfn/more)
13:53:13	5209/5209	---MC-	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2018:53:13%20GMT	https://gmpg.org/xfn/1	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/1.html	(from https://gmpg.org/xfn/more)
13:53:13	140/140	---M--	200	added ('OK')	image/gif	etag:%2264e1836c-8c-3ef0a663b3680%22	https://gmpg.org/xfn/xfn-mini.gif	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/gmpg.org/xfn/xfn-mini.gif	(from https://gmpg.org/xfn/more)
13:53:14	38058/38058	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2013%20Jul%202024%2018:53:13%20GMT	https://player.vimeo.com/api/player.js	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/player.vimeo.com/api/player.js	(from ./wp-content/plugins/gutenbee/build/gutenbee.scripts.js?ver=2.17.4)
13:53:15	108499/108499	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jul%202024%2018:53:15%20GMT	./t	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/t	(from ./wp-content/plugins/gutenbee/build/gutenbee.scripts.js?ver=2.17.4)
13:53:15	108499/108499	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jul%202024%2018:53:15%20GMT	./n	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/n	(from ./wp-content/plugins/gutenbee/build/gutenbee.scripts.js?ver=2.17.4)
13:53:15	108499/108499	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jul%202024%2018:53:15%20GMT	./GET	C:/Users/madha/Desktop/HAASLocal/HAAS%20AG/haas-advisory-group.local/GET	(from ./wp-content/plugins/gutenbee/build/gutenbee.scripts.js?ver=2.17.4)
